sex	age	l	m	s	loh
2	437	1	76.7887	0.03521	L
2	438	1	76.8259	0.03522	L
2	439	1	76.8631	0.03523	L
2	440	1	76.9002	0.03523	L
2	441	1	76.9373	0.03524	L
2	442	1	76.9744	0.03525	L
2	443	1	77.0114	0.03525	L
2	444	1	77.0484	0.03526	L
2	445	1	77.0853	0.03527	L
2	446	1	77.1222	0.03527	L
2	447	1	77.1591	0.03528	L
2	448	1	77.1959	0.03529	L
2	449	1	77.2327	0.03529	L
2	450	1	77.2695	0.0353	L
2	451	1	77.3062	0.0353	L
2	452	1	77.3429	0.03531	L
2	453	1	77.3796	0.03532	L
2	454	1	77.4162	0.03532	L
2	455	1	77.4528	0.03533	L
2	456	1	77.4893	0.03534	L
2	457	1	77.5258	0.03534	L
2	458	1	77.5623	0.03535	L
2	459	1	77.5988	0.03536	L
2	460	1	77.6352	0.03536	L
2	461	1	77.6716	0.03537	L
2	462	1	77.7079	0.03538	L
2	463	1	77.7442	0.03538	L
2	464	1	77.7805	0.03539	L
2	465	1	77.8167	0.0354	L
2	466	1	77.8529	0.0354	L
2	467	1	77.8891	0.03541	L
2	468	1	77.9252	0.03542	L
2	469	1	77.9613	0.03543	L
2	470	1	77.9974	0.03543	L
2	471	1	78.0334	0.03544	L
2	472	1	78.0694	0.03545	L
2	473	1	78.1054	0.03545	L
2	474	1	78.1413	0.03546	L
2	475	1	78.1772	0.03547	L
2	476	1	78.2131	0.03547	L
2	477	1	78.249	0.03548	L
2	478	1	78.2848	0.03549	L
2	479	1	78.3205	0.03549	L
2	480	1	78.3563	0.0355	L
2	481	1	78.392	0.03551	L
2	482	1	78.4276	0.03551	L
2	483	1	78.4633	0.03552	L
2	484	1	78.4989	0.03553	L
2	485	1	78.5345	0.03553	L
2	486	1	78.57	0.03554	L
2	487	1	78.6055	0.03555	L
2	488	1	78.641	0.03556	L
2	489	1	78.6764	0.03556	L
2	490	1	78.7118	0.03557	L
2	491	1	78.7472	0.03558	L
2	492	1	78.7826	0.03558	L
2	493	1	78.8179	0.03559	L
2	494	1	78.8532	0.0356	L
2	495	1	78.8884	0.0356	L
2	496	1	78.9236	0.03561	L
2	497	1	78.9588	0.03562	L
2	498	1	78.994	0.03562	L
2	499	1	79.0291	0.03563	L
2	500	1	79.0642	0.03564	L
2	501	1	79.0993	0.03565	L
2	502	1	79.1343	0.03565	L
2	503	1	79.1693	0.03566	L
2	504	1	79.2042	0.03567	L
2	505	1	79.2392	0.03567	L
2	506	1	79.2741	0.03568	L
2	507	1	79.3089	0.03569	L
2	508	1	79.3438	0.03569	L
2	509	1	79.3786	0.0357	L
2	510	1	79.4134	0.03571	L
2	511	1	79.4481	0.03572	L
2	512	1	79.4828	0.03572	L
2	513	1	79.5175	0.03573	L
2	514	1	79.5521	0.03574	L
2	515	1	79.5868	0.03574	L
2	516	1	79.6213	0.03575	L
2	517	1	79.6559	0.03576	L
2	518	1	79.6904	0.03577	L
2	519	1	79.7249	0.03577	L
2	520	1	79.7594	0.03578	L
2	521	1	79.7938	0.03579	L
2	522	1	79.8282	0.03579	L
2	523	1	79.8626	0.0358	L
2	524	1	79.8969	0.03581	L
2	525	1	79.9312	0.03582	L
2	526	1	79.9655	0.03582	L
2	527	1	79.9998	0.03583	L
2	528	1	80.034	0.03584	L
2	529	1	80.0682	0.03584	L
2	530	1	80.1023	0.03585	L
2	531	1	80.1365	0.03586	L
2	532	1	80.1706	0.03587	L
2	533	1	80.2046	0.03587	L
2	534	1	80.2387	0.03588	L
2	535	1	80.2727	0.03589	L
2	536	1	80.3067	0.03589	L
2	537	1	80.3406	0.0359	L
2	538	1	80.3745	0.03591	L
2	539	1	80.4084	0.03592	L
2	540	1	80.4423	0.03592	L
2	541	1	80.4761	0.03593	L
2	542	1	80.5099	0.03594	L
2	543	1	80.5437	0.03594	L
2	544	1	80.5774	0.03595	L
2	545	1	80.6112	0.03596	L
2	546	1	80.6448	0.03597	L
2	547	1	80.6785	0.03597	L
2	548	1	80.7121	0.03598	L
2	549	1	80.7457	0.03599	L
2	550	1	80.7793	0.036	L
2	551	1	80.8128	0.036	L
2	552	1	80.8464	0.03601	L
2	553	1	80.8798	0.03602	L
2	554	1	80.9133	0.03602	L
2	555	1	80.9467	0.03603	L
2	556	1	80.9801	0.03604	L
2	557	1	81.0135	0.03605	L
2	558	1	81.0468	0.03605	L
2	559	1	81.0802	0.03606	L
2	560	1	81.1134	0.03607	L
2	561	1	81.1467	0.03608	L
2	562	1	81.1799	0.03608	L
2	563	1	81.2131	0.03609	L
2	564	1	81.2463	0.0361	L
2	565	1	81.2795	0.03611	L
2	566	1	81.3126	0.03611	L
2	567	1	81.3457	0.03612	L
2	568	1	81.3788	0.03613	L
2	569	1	81.4118	0.03613	L
2	570	1	81.4448	0.03614	L
2	571	1	81.4778	0.03615	L
2	572	1	81.5108	0.03616	L
2	573	1	81.5437	0.03616	L
2	574	1	81.5766	0.03617	L
2	575	1	81.6095	0.03618	L
2	576	1	81.6423	0.03619	L
2	577	1	81.6752	0.03619	L
2	578	1	81.708	0.0362	L
2	579	1	81.7407	0.03621	L
2	580	1	81.7735	0.03622	L
2	581	1	81.8062	0.03622	L
2	582	1	81.8389	0.03623	L
2	583	1	81.8715	0.03624	L
2	584	1	81.9042	0.03624	L
2	585	1	81.9368	0.03625	L
2	586	1	81.9694	0.03626	L
2	587	1	82.0019	0.03627	L
2	588	1	82.0345	0.03627	L
2	589	1	82.067	0.03628	L
2	590	1	82.0994	0.03629	L
2	591	1	82.1319	0.0363	L
2	592	1	82.1643	0.0363	L
2	593	1	82.1967	0.03631	L
2	594	1	82.2291	0.03632	L
2	595	1	82.2614	0.03633	L
2	596	1	82.2938	0.03633	L
2	597	1	82.3261	0.03634	L
2	598	1	82.3583	0.03635	L
2	599	1	82.3906	0.03636	L
2	600	1	82.4228	0.03636	L
2	601	1	82.455	0.03637	L
2	602	1	82.4872	0.03638	L
2	603	1	82.5193	0.03639	L
2	604	1	82.5514	0.03639	L
2	605	1	82.5835	0.0364	L
2	606	1	82.6156	0.03641	L
2	607	1	82.6476	0.03642	L
2	608	1	82.6796	0.03642	L
2	609	1	82.7116	0.03643	L
2	610	1	82.7436	0.03644	L
2	611	1	82.7755	0.03645	L
2	612	1	82.8074	0.03645	L
2	613	1	82.8393	0.03646	L
2	614	1	82.8712	0.03647	L
2	615	1	82.903	0.03648	L
2	616	1	82.9348	0.03648	L
2	617	1	82.9666	0.03649	L
2	618	1	82.9984	0.0365	L
2	619	1	83.0301	0.0365	L
2	620	1	83.0618	0.03651	L
2	621	1	83.0935	0.03652	L
2	622	1	83.1251	0.03653	L
2	623	1	83.1568	0.03653	L
2	624	1	83.1884	0.03654	L
2	625	1	83.22	0.03655	L
2	626	1	83.2515	0.03656	L
2	627	1	83.2831	0.03656	L
2	628	1	83.3146	0.03657	L
2	629	1	83.3461	0.03658	L
2	630	1	83.3775	0.03659	L
2	631	1	83.4089	0.03659	L
2	632	1	83.4403	0.0366	L
2	633	1	83.4717	0.03661	L
2	634	1	83.5031	0.03662	L
2	635	1	83.5344	0.03662	L
2	636	1	83.5657	0.03663	L
2	637	1	83.597	0.03664	L
2	638	1	83.6283	0.03665	L
2	639	1	83.6595	0.03665	L
2	640	1	83.6907	0.03666	L
2	641	1	83.7219	0.03667	L
2	642	1	83.753	0.03668	L
2	643	1	83.7842	0.03668	L
2	644	1	83.8153	0.03669	L
2	645	1	83.8464	0.0367	L
2	646	1	83.8774	0.03671	L
2	647	1	83.9085	0.03671	L
2	648	1	83.9395	0.03672	L
2	649	1	83.9705	0.03673	L
2	650	1	84.0014	0.03674	L
2	651	1	84.0324	0.03674	L
2	652	1	84.0633	0.03675	L
2	653	1	84.0941	0.03676	L
2	654	1	84.125	0.03677	L
2	655	1	84.1558	0.03677	L
2	656	1	84.1867	0.03678	L
2	657	1	84.2174	0.03679	L
2	658	1	84.2482	0.0368	L
2	659	1	84.2789	0.0368	L
2	660	1	84.3096	0.03681	L
2	661	1	84.3403	0.03682	L
2	662	1	84.371	0.03683	L
2	663	1	84.4016	0.03683	L
2	664	1	84.4323	0.03684	L
2	665	1	84.4628	0.03685	L
2	666	1	84.4934	0.03686	L
2	667	1	84.5239	0.03686	L
2	668	1	84.5545	0.03687	L
2	669	1	84.585	0.03688	L
2	670	1	84.6154	0.03689	L
2	671	1	84.6459	0.03689	L
2	672	1	84.6763	0.0369	L
2	673	1	84.7067	0.03691	L
2	674	1	84.737	0.03692	L
2	675	1	84.7674	0.03692	L
2	676	1	84.7977	0.03693	L
2	677	1	84.828	0.03694	L
2	678	1	84.8583	0.03695	L
2	679	1	84.8885	0.03695	L
2	680	1	84.9188	0.03696	L
2	681	1	84.949	0.03697	L
2	682	1	84.9791	0.03698	L
2	683	1	85.0093	0.03698	L
2	684	1	85.0394	0.03699	L
2	685	1	85.0695	0.037	L
2	686	1	85.0996	0.03701	L
2	687	1	85.1297	0.03701	L
2	688	1	85.1597	0.03702	L
2	689	1	85.1897	0.03703	L
2	690	1	85.2197	0.03704	L
2	691	1	85.2497	0.03704	L
2	692	1	85.2796	0.03705	L
2	693	1	85.3096	0.03706	L
2	694	1	85.3395	0.03706	L
2	695	1	85.3693	0.03707	L
2	696	1	85.3992	0.03708	L
2	697	1	85.429	0.03709	L
2	698	1	85.4588	0.03709	L
2	699	1	85.4886	0.0371	L
2	700	1	85.5184	0.03711	L
2	701	1	85.5481	0.03712	L
2	702	1	85.5778	0.03712	L
2	703	1	85.6075	0.03713	L
2	704	1	85.6372	0.03714	L
2	705	1	85.6668	0.03715	L
2	706	1	85.6964	0.03715	L
2	707	1	85.726	0.03716	L
2	708	1	85.7556	0.03717	L
2	709	1	85.7852	0.03718	L
2	710	1	85.8147	0.03718	L
2	711	1	85.8442	0.03719	L
2	712	1	85.8737	0.0372	L
2	713	1	85.9032	0.03721	L
2	714	1	85.9326	0.03721	L
2	715	1	85.9621	0.03722	L
2	716	1	85.9915	0.03723	L
2	717	1	86.0208	0.03724	L
2	718	1	86.0502	0.03724	L
2	719	1	86.0795	0.03725	L
2	720	1	86.1089	0.03726	L
2	721	1	86.1381	0.03727	L
2	722	1	86.1674	0.03727	L
2	723	1	86.1967	0.03728	L
2	724	1	86.2259	0.03729	L
2	725	1	86.2551	0.03729	L
2	726	1	86.2843	0.0373	L
2	727	1	86.3134	0.03731	L
2	728	1	86.3426	0.03732	L
2	729	1	86.3717	0.03732	L
2	730	1	86.4008	0.03733	L
2	731	1	85.7299	0.03764	H
2	732	1	85.7589	0.03765	H
2	733	1	85.788	0.03766	H
2	734	1	85.817	0.03767	H
2	735	1	85.846	0.03767	H
2	736	1	85.8749	0.03768	H
2	737	1	85.9039	0.03769	H
2	738	1	85.9328	0.0377	H
2	739	1	85.9617	0.0377	H
2	740	1	85.9906	0.03771	H
2	741	1	86.0194	0.03772	H
2	742	1	86.0483	0.03772	H
2	743	1	86.0771	0.03773	H
2	744	1	86.1059	0.03774	H
2	745	1	86.1347	0.03775	H
2	746	1	86.1634	0.03775	H
2	747	1	86.1921	0.03776	H
2	748	1	86.2209	0.03777	H
2	749	1	86.2495	0.03778	H
2	750	1	86.2782	0.03778	H
2	751	1	86.3069	0.03779	H
2	752	1	86.3355	0.0378	H
2	753	1	86.3641	0.0378	H
2	754	1	86.3927	0.03781	H
2	755	1	86.4212	0.03782	H
2	756	1	86.4498	0.03783	H
2	757	1	86.4783	0.03783	H
2	758	1	86.5068	0.03784	H
2	759	1	86.5353	0.03785	H
2	760	1	86.5638	0.03786	H
2	761	1	86.5922	0.03786	H
2	762	1	86.6206	0.03787	H
2	763	1	86.649	0.03788	H
2	764	1	86.6774	0.03788	H
2	765	1	86.7057	0.03789	H
2	766	1	86.7341	0.0379	H
2	767	1	86.7624	0.03791	H
2	768	1	86.7907	0.03791	H
2	769	1	86.819	0.03792	H
2	770	1	86.8472	0.03793	H
2	771	1	86.8754	0.03794	H
2	772	1	86.9037	0.03794	H
2	773	1	86.9319	0.03795	H
2	774	1	86.96	0.03796	H
2	775	1	86.9882	0.03796	H
2	776	1	87.0163	0.03797	H
2	777	1	87.0444	0.03798	H
2	778	1	87.0725	0.03799	H
2	779	1	87.1006	0.03799	H
2	780	1	87.1286	0.038	H
2	781	1	87.1567	0.03801	H
2	782	1	87.1847	0.03801	H
2	783	1	87.2126	0.03802	H
2	784	1	87.2406	0.03803	H
2	785	1	87.2686	0.03804	H
2	786	1	87.2965	0.03804	H
2	787	1	87.3244	0.03805	H
2	788	1	87.3523	0.03806	H
2	789	1	87.3801	0.03806	H
2	790	1	87.408	0.03807	H
2	791	1	87.4358	0.03808	H
2	792	1	87.4636	0.03809	H
2	793	1	87.4914	0.03809	H
2	794	1	87.5192	0.0381	H
2	795	1	87.5469	0.03811	H
2	796	1	87.5746	0.03812	H
2	797	1	87.6023	0.03812	H
2	798	1	87.63	0.03813	H
2	799	1	87.6577	0.03814	H
2	800	1	87.6853	0.03814	H
2	801	1	87.7129	0.03815	H
2	802	1	87.7405	0.03816	H
2	803	1	87.7681	0.03817	H
2	804	1	87.7956	0.03817	H
2	805	1	87.8232	0.03818	H
2	806	1	87.8507	0.03819	H
2	807	1	87.8782	0.03819	H
2	808	1	87.9056	0.0382	H
2	809	1	87.9331	0.03821	H
2	810	1	87.9605	0.03821	H
2	811	1	87.9879	0.03822	H
2	812	1	88.0153	0.03823	H
2	813	1	88.0427	0.03824	H
2	814	1	88.07	0.03824	H
2	815	1	88.0974	0.03825	H
2	816	1	88.1247	0.03826	H
2	817	1	88.1519	0.03826	H
2	818	1	88.1792	0.03827	H
2	819	1	88.2065	0.03828	H
2	820	1	88.2337	0.03829	H
2	821	1	88.2609	0.03829	H
2	822	1	88.2881	0.0383	H
2	823	1	88.3152	0.03831	H
2	824	1	88.3423	0.03831	H
2	825	1	88.3695	0.03832	H
2	826	1	88.3966	0.03833	H
2	827	1	88.4236	0.03834	H
2	828	1	88.4507	0.03834	H
2	829	1	88.4777	0.03835	H
2	830	1	88.5047	0.03836	H
2	831	1	88.5317	0.03836	H
2	832	1	88.5587	0.03837	H
2	833	1	88.5856	0.03838	H
2	834	1	88.6126	0.03838	H
2	835	1	88.6395	0.03839	H
2	836	1	88.6664	0.0384	H
2	837	1	88.6932	0.03841	H
2	838	1	88.7201	0.03841	H
2	839	1	88.7469	0.03842	H
2	840	1	88.7737	0.03843	H
2	841	1	88.8005	0.03843	H
2	842	1	88.8273	0.03844	H
2	843	1	88.854	0.03845	H
2	844	1	88.8807	0.03845	H
2	845	1	88.9074	0.03846	H
2	846	1	88.9341	0.03847	H
2	847	1	88.9608	0.03848	H
2	848	1	88.9874	0.03848	H
2	849	1	89.014	0.03849	H
2	850	1	89.0406	0.0385	H
2	851	1	89.0672	0.0385	H
2	852	1	89.0938	0.03851	H
2	853	1	89.1203	0.03852	H
2	854	1	89.1468	0.03852	H
2	855	1	89.1733	0.03853	H
2	856	1	89.1998	0.03854	H
2	857	1	89.2263	0.03855	H
2	858	1	89.2527	0.03855	H
2	859	1	89.2791	0.03856	H
2	860	1	89.3055	0.03857	H
2	861	1	89.3319	0.03857	H
2	862	1	89.3583	0.03858	H
2	863	1	89.3846	0.03859	H
2	864	1	89.4109	0.03859	H
2	865	1	89.4372	0.0386	H
2	866	1	89.4635	0.03861	H
2	867	1	89.4898	0.03861	H
2	868	1	89.516	0.03862	H
2	869	1	89.5422	0.03863	H
2	870	1	89.5684	0.03864	H
2	871	1	89.5946	0.03864	H
2	872	1	89.6208	0.03865	H
2	873	1	89.6469	0.03866	H
2	874	1	89.673	0.03866	H
2	875	1	89.6991	0.03867	H
2	876	1	89.7252	0.03868	H
2	877	1	89.7513	0.03868	H
2	878	1	89.7773	0.03869	H
2	879	1	89.8033	0.0387	H
2	880	1	89.8293	0.0387	H
2	881	1	89.8553	0.03871	H
2	882	1	89.8813	0.03872	H
2	883	1	89.9072	0.03872	H
2	884	1	89.9331	0.03873	H
2	885	1	89.9591	0.03874	H
2	886	1	89.9849	0.03874	H
2	887	1	90.0108	0.03875	H
2	888	1	90.0366	0.03876	H
2	889	1	90.0625	0.03877	H
2	890	1	90.0883	0.03877	H
2	891	1	90.1141	0.03878	H
2	892	1	90.1398	0.03879	H
2	893	1	90.1656	0.03879	H
2	894	1	90.1913	0.0388	H
2	895	1	90.217	0.03881	H
2	896	1	90.2427	0.03881	H
2	897	1	90.2684	0.03882	H
2	898	1	90.294	0.03883	H
2	899	1	90.3197	0.03883	H
2	900	1	90.3453	0.03884	H
2	901	1	90.3709	0.03885	H
2	902	1	90.3965	0.03885	H
2	903	1	90.422	0.03886	H
2	904	1	90.4476	0.03887	H
2	905	1	90.4731	0.03887	H
2	906	1	90.4986	0.03888	H
2	907	1	90.524	0.03889	H
2	908	1	90.5495	0.03889	H
2	909	1	90.575	0.0389	H
2	910	1	90.6004	0.03891	H
2	911	1	90.6258	0.03891	H
2	912	1	90.6512	0.03892	H
2	913	1	90.6765	0.03893	H
2	914	1	90.7019	0.03893	H
2	915	1	90.7272	0.03894	H
2	916	1	90.7525	0.03895	H
2	917	1	90.7778	0.03895	H
2	918	1	90.8031	0.03896	H
2	919	1	90.8283	0.03897	H
2	920	1	90.8536	0.03897	H
2	921	1	90.8788	0.03898	H
2	922	1	90.904	0.03899	H
2	923	1	90.9292	0.03899	H
2	924	1	90.9544	0.039	H
2	925	1	90.9795	0.03901	H
2	926	1	91.0046	0.03901	H
2	927	1	91.0297	0.03902	H
2	928	1	91.0548	0.03903	H
2	929	1	91.0799	0.03903	H
2	930	1	91.105	0.03904	H
2	931	1	91.13	0.03905	H
2	932	1	91.155	0.03905	H
2	933	1	91.18	0.03906	H
2	934	1	91.205	0.03907	H
2	935	1	91.23	0.03907	H
2	936	1	91.2549	0.03908	H
2	937	1	91.2799	0.03909	H
2	938	1	91.3048	0.03909	H
2	939	1	91.3297	0.0391	H
2	940	1	91.3545	0.03911	H
2	941	1	91.3794	0.03911	H
2	942	1	91.4043	0.03912	H
2	943	1	91.4291	0.03913	H
2	944	1	91.4539	0.03913	H
2	945	1	91.4787	0.03914	H
2	946	1	91.5035	0.03915	H
2	947	1	91.5282	0.03915	H
2	948	1	91.553	0.03916	H
2	949	1	91.5777	0.03917	H
2	950	1	91.6024	0.03917	H
2	951	1	91.6271	0.03918	H
2	952	1	91.6518	0.03918	H
2	953	1	91.6764	0.03919	H
2	954	1	91.7011	0.0392	H
2	955	1	91.7257	0.0392	H
2	956	1	91.7503	0.03921	H
2	957	1	91.7749	0.03922	H
2	958	1	91.7995	0.03922	H
2	959	1	91.8241	0.03923	H
2	960	1	91.8486	0.03924	H
2	961	1	91.8731	0.03924	H
2	962	1	91.8976	0.03925	H
2	963	1	91.9221	0.03926	H
2	964	1	91.9466	0.03926	H
2	965	1	91.9711	0.03927	H
2	966	1	91.9955	0.03928	H
2	967	1	92.02	0.03928	H
2	968	1	92.0444	0.03929	H
2	969	1	92.0688	0.03929	H
2	970	1	92.0932	0.0393	H
2	971	1	92.1175	0.03931	H
2	972	1	92.1419	0.03931	H
2	973	1	92.1662	0.03932	H
2	974	1	92.1906	0.03933	H
2	975	1	92.2149	0.03933	H
2	976	1	92.2392	0.03934	H
2	977	1	92.2635	0.03935	H
2	978	1	92.2877	0.03935	H
2	979	1	92.312	0.03936	H
2	980	1	92.3362	0.03936	H
2	981	1	92.3604	0.03937	H
2	982	1	92.3846	0.03938	H
2	983	1	92.4088	0.03938	H
2	984	1	92.433	0.03939	H
2	985	1	92.4572	0.0394	H
2	986	1	92.4813	0.0394	H
2	987	1	92.5054	0.03941	H
2	988	1	92.5295	0.03942	H
2	989	1	92.5536	0.03942	H
2	990	1	92.5777	0.03943	H
2	991	1	92.6018	0.03943	H
2	992	1	92.6259	0.03944	H
2	993	1	92.6499	0.03945	H
2	994	1	92.6739	0.03945	H
2	995	1	92.698	0.03946	H
2	996	1	92.722	0.03947	H
2	997	1	92.7459	0.03947	H
2	998	1	92.7699	0.03948	H
2	999	1	92.7939	0.03948	H
2	1000	1	92.8178	0.03949	H
2	1001	1	92.8418	0.0395	H
2	1002	1	92.8657	0.0395	H
2	1003	1	92.8896	0.03951	H
2	1004	1	92.9135	0.03952	H
2	1005	1	92.9373	0.03952	H
2	1006	1	92.9612	0.03953	H
2	1007	1	92.985	0.03953	H
2	1008	1	93.0089	0.03954	H
2	1009	1	93.0327	0.03955	H
2	1010	1	93.0565	0.03955	H
2	1011	1	93.0803	0.03956	H
2	1012	1	93.1041	0.03957	H
2	1013	1	93.1278	0.03957	H
2	1014	1	93.1516	0.03958	H
2	1015	1	93.1753	0.03958	H
2	1016	1	93.1991	0.03959	H
2	1017	1	93.2228	0.0396	H
2	1018	1	93.2465	0.0396	H
2	1019	1	93.2702	0.03961	H
2	1020	1	93.2938	0.03961	H
2	1021	1	93.3175	0.03962	H
2	1022	1	93.3411	0.03963	H
2	1023	1	93.3648	0.03963	H
2	1024	1	93.3884	0.03964	H
2	1025	1	93.412	0.03964	H
2	1026	1	93.4356	0.03965	H
2	1027	1	93.4592	0.03966	H
2	1028	1	93.4827	0.03966	H
2	1029	1	93.5063	0.03967	H
2	1030	1	93.5298	0.03968	H
2	1031	1	93.5534	0.03968	H
2	1032	1	93.5769	0.03969	H
2	1033	1	93.6004	0.03969	H
2	1034	1	93.6239	0.0397	H
2	1035	1	93.6473	0.03971	H
2	1036	1	93.6708	0.03971	H
2	1037	1	93.6943	0.03972	H
2	1038	1	93.7177	0.03972	H
2	1039	1	93.7411	0.03973	H
2	1040	1	93.7646	0.03974	H
2	1041	1	93.788	0.03974	H
2	1042	1	93.8113	0.03975	H
2	1043	1	93.8347	0.03975	H
2	1044	1	93.8581	0.03976	H
2	1045	1	93.8814	0.03977	H
2	1046	1	93.9048	0.03977	H
2	1047	1	93.9281	0.03978	H
2	1048	1	93.9514	0.03978	H
2	1049	1	93.9747	0.03979	H
2	1050	1	93.998	0.0398	H
2	1051	1	94.0213	0.0398	H
2	1052	1	94.0446	0.03981	H
2	1053	1	94.0678	0.03981	H
2	1054	1	94.0911	0.03982	H
2	1055	1	94.1143	0.03983	H
2	1056	1	94.1376	0.03983	H
2	1057	1	94.1608	0.03984	H
2	1058	1	94.184	0.03984	H
2	1059	1	94.2071	0.03985	H
2	1060	1	94.2303	0.03986	H
2	1061	1	94.2535	0.03986	H
2	1062	1	94.2766	0.03987	H
2	1063	1	94.2998	0.03987	H
2	1064	1	94.3229	0.03988	H
2	1065	1	94.346	0.03989	H
2	1066	1	94.3691	0.03989	H
2	1067	1	94.3922	0.0399	H
2	1068	1	94.4153	0.0399	H
2	1069	1	94.4384	0.03991	H
2	1070	1	94.4615	0.03991	H
2	1071	1	94.4845	0.03992	H
2	1072	1	94.5075	0.03993	H
2	1073	1	94.5306	0.03993	H
2	1074	1	94.5536	0.03994	H
2	1075	1	94.5766	0.03994	H
2	1076	1	94.5996	0.03995	H
2	1077	1	94.6226	0.03996	H
2	1078	1	94.6455	0.03996	H
2	1079	1	94.6685	0.03997	H
2	1080	1	94.6914	0.03997	H
2	1081	1	94.7144	0.03998	H
2	1082	1	94.7373	0.03999	H
2	1083	1	94.7602	0.03999	H
2	1084	1	94.7831	0.04	H
2	1085	1	94.806	0.04	H
2	1086	1	94.8289	0.04001	H
2	1087	1	94.8518	0.04001	H
2	1088	1	94.8747	0.04002	H
2	1089	1	94.8975	0.04003	H
2	1090	1	94.9203	0.04003	H
2	1091	1	94.9432	0.04004	H
2	1092	1	94.966	0.04004	H
2	1093	1	94.9888	0.04005	H
2	1094	1	95.0116	0.04005	H
2	1095	1	95.0344	0.04006	H
2	1096	1	95.0572	0.04007	H
2	1097	1	95.0799	0.04007	H
2	1098	1	95.1027	0.04008	H
2	1099	1	95.1254	0.04008	H
2	1100	1	95.1482	0.04009	H
2	1101	1	95.1709	0.04009	H
2	1102	1	95.1936	0.0401	H
2	1103	1	95.2163	0.04011	H
2	1104	1	95.239	0.04011	H
2	1105	1	95.2617	0.04012	H
2	1106	1	95.2844	0.04012	H
2	1107	1	95.307	0.04013	H
2	1108	1	95.3297	0.04013	H
2	1109	1	95.3523	0.04014	H
2	1110	1	95.375	0.04015	H
2	1111	1	95.3976	0.04015	H
2	1112	1	95.4202	0.04016	H
2	1113	1	95.4428	0.04016	H
2	1114	1	95.4654	0.04017	H
2	1115	1	95.488	0.04017	H
2	1116	1	95.5105	0.04018	H
2	1117	1	95.5331	0.04019	H
2	1118	1	95.5556	0.04019	H
2	1119	1	95.5782	0.0402	H
2	1120	1	95.6007	0.0402	H
2	1121	1	95.6232	0.04021	H
2	1122	1	95.6457	0.04021	H
2	1123	1	95.6682	0.04022	H
2	1124	1	95.6907	0.04023	H
2	1125	1	95.7132	0.04023	H
2	1126	1	95.7356	0.04024	H
2	1127	1	95.7581	0.04024	H
2	1128	1	95.7805	0.04025	H
2	1129	1	95.803	0.04025	H
2	1130	1	95.8254	0.04026	H
2	1131	1	95.8478	0.04026	H
2	1132	1	95.8702	0.04027	H
2	1133	1	95.8926	0.04028	H
2	1134	1	95.915	0.04028	H
2	1135	1	95.9374	0.04029	H
2	1136	1	95.9597	0.04029	H
2	1137	1	95.9821	0.0403	H
2	1138	1	96.0044	0.0403	H
2	1139	1	96.0268	0.04031	H
2	1140	1	96.0491	0.04032	H
2	1141	1	96.0714	0.04032	H
2	1142	1	96.0937	0.04033	H
2	1143	1	96.116	0.04033	H
2	1144	1	96.1383	0.04034	H
2	1145	1	96.1606	0.04034	H
2	1146	1	96.1828	0.04035	H
2	1147	1	96.2051	0.04035	H
2	1148	1	96.2273	0.04036	H
2	1149	1	96.2495	0.04036	H
2	1150	1	96.2718	0.04037	H
2	1151	1	96.294	0.04038	H
2	1152	1	96.3162	0.04038	H
2	1153	1	96.3384	0.04039	H
2	1154	1	96.3606	0.04039	H
2	1155	1	96.3827	0.0404	H
2	1156	1	96.4049	0.0404	H
2	1157	1	96.427	0.04041	H
2	1158	1	96.4492	0.04041	H
2	1159	1	96.4713	0.04042	H
2	1160	1	96.4934	0.04043	H
2	1161	1	96.5156	0.04043	H
2	1162	1	96.5377	0.04044	H
2	1163	1	96.5598	0.04044	H
2	1164	1	96.5818	0.04045	H
2	1165	1	96.6039	0.04045	H
2	1166	1	96.626	0.04046	H
2	1167	1	96.648	0.04046	H
2	1168	1	96.6701	0.04047	H
2	1169	1	96.6921	0.04047	H
2	1170	1	96.7141	0.04048	H
2	1171	1	96.7362	0.04049	H
2	1172	1	96.7582	0.04049	H
2	1173	1	96.7802	0.0405	H
2	1174	1	96.8021	0.0405	H
2	1175	1	96.8241	0.04051	H
2	1176	1	96.8461	0.04051	H
2	1177	1	96.868	0.04052	H
2	1178	1	96.89	0.04052	H
2	1179	1	96.9119	0.04053	H
2	1180	1	96.9339	0.04053	H
2	1181	1	96.9558	0.04054	H
2	1182	1	96.9777	0.04054	H
2	1183	1	96.9996	0.04055	H
2	1184	1	97.0215	0.04056	H
2	1185	1	97.0434	0.04056	H
2	1186	1	97.0652	0.04057	H
2	1187	1	97.0871	0.04057	H
2	1188	1	97.1089	0.04058	H
2	1189	1	97.1308	0.04058	H
2	1190	1	97.1526	0.04059	H
2	1191	1	97.1744	0.04059	H
2	1192	1	97.1963	0.0406	H
2	1193	1	97.2181	0.0406	H
2	1194	1	97.2399	0.04061	H
2	1195	1	97.2616	0.04061	H
2	1196	1	97.2834	0.04062	H
2	1197	1	97.3052	0.04063	H
2	1198	1	97.3269	0.04063	H
2	1199	1	97.3487	0.04064	H
2	1200	1	97.3704	0.04064	H
2	1201	1	97.3922	0.04065	H
2	1202	1	97.4139	0.04065	H
2	1203	1	97.4356	0.04066	H
2	1204	1	97.4573	0.04066	H
2	1205	1	97.479	0.04067	H
2	1206	1	97.5007	0.04067	H
